300,OC,"OC - Outside Corner Molding 3/4"" x 3/4"" x 96""",Trim & Details/Moldings & Trim,18,OCD31590,Timberland Cabinetry,,0,30,30,0,0,0,0,0,5,5,0,11,0000-00-00,"Outside Corner Molding 96"" Length ",Moldings,8,0,assets/images/OC.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
304,MDSD,Mocha Deluxe Door Sample,RTA Cabinet Door Samples,12,MDSD,Timberland Cabinetry,,15,25,25,0,0,0,0,0,1,1,0,11,0000-00-00,Mocha Deluxe Door Sample / Shipping Included In Sample Door Price,Door Sample,85,0,assets/images/Door Colors/Mocha.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,1,0,0,0,2015-10-12,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
311,TRDCB,CORB-TRD Traditional Corbel ,"Posts, Corbels & Onlays",11,TRDCB,Timberland Cabinetry,,136,205,205,0,0,0,0,0,5,5,0,11,0000-00-00,Traditional Wood Corbel 5 x 7 x 14,Corbels,0,0,assets/images/CRB TRD.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-03-05,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
312,TRDCL,CORB_TRDL Traditional Large Corbel ,"Posts, Corbels & Onlays",11,TRDCL,Timberland Cabinetry,,148,225,225,0,0,0,0,0,5,5,0,11,0000-00-00,Large Traditional Wood Corbel,Corbels,0,0,assets/images/corc-2.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-03-05,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
314,ACWC,Acanthus Wood Corbel,"Posts, Corbels & Onlays",11,ACWC,Timberland Cabinetry,,141,210,210,0,0,0,0,0,5,5,0,11,0000-00-00,"Small Acanthus Wood Corbel. 5"" x 7"" x 14"" ",Corbels,0,0,assets/images/corb-1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
315,ACWCL,Large Acanthus Wood Corbel ,"Posts, Corbels & Onlays",11,ACWCL,Timberland Cabinetry,,211.5,315,315,0,0,0,0,0,5,5,0,11,0000-00-00,"Large Acanthus Wood Corbel. 6-3/4"" x 7-5/8"" x 22",Corbels,0,0,assets/images/corb-3.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
316,ACWCW,Wide Acanthus Wood Corbel ,"Posts, Corbels & Onlays",11,ACWCW,Timberland Cabinetry,,211.5,315,315,0,0,0,0,0,5,5,0,11,0000-00-00,"Wide Acanthus Corbel 8-1/8"" x 6-1/4"" x 14"" ",Corbels,0,0,assets/images/corb-4.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
317,GBBWC,Grape Bar Bracket Wood Corbel ,"Posts, Corbels & Onlays",11,GBBWC,Timberland Cabinetry,,115,175,175,0,0,0,0,0,5,5,0,11,0000-00-00,"Small Grape Wood Corbel. 3.5"" x 8"" x 13""",Corbels,0,0,assets/images/cora-1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-01-26,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
318,GWC,Grape Wood Corbel ,"Posts, Corbels & Onlays",11,GWC,Timberland Cabinetry,,141,210,210,0,0,0,0,0,5,5,0,11,0000-00-00,"Grape Wood Corbel. 5"" x 7"" x 14"".",Corbels,0,0,assets/images/cora-3.jpg,,,,,,,10,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-01-26,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
319,PSTTRD35,Turned 3.5 Post,"Posts, Corbels & Onlays",11,PSTTRD35,Timberland Cabinetry,,92.12,145,145,0,0,0,0,0,5,5,0,11,0000-00-00,"Turned Post 3-1/2"" x 3-1/2"" x 35-1/4""",Posts,0,0,assets/images/p1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
320,RDPST35,Reeded 3.5 Post ,"Posts, Corbels & Onlays",11,RDPST35,Timberland Cabinetry,,94,155,155,0,0,0,0,0,5,5,0,11,0000-00-00,"Wood Post with Reed Pattern (Island Leg). 3-1/2"" x 3-1/2"" x 35-1/4"". ",Posts,0,0,assets/images/p2.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
321,RPPST35,Rope 3.5 Post,"Posts, Corbels & Onlays",11,RPPST35,Timberland Cabinetry,,95.41,145,145,0,0,0,0,0,5,5,0,11,0000-00-00,"Wood Post with Rope Pattern (Island Leg). 3-1/2"" x 3-1/2"" x 35-1/4"". ",Posts,0,0,assets/images/p3.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
323,GDDS,Ginger Deluxe Door Sample,RTA Cabinet Door Samples,12,GDDS,Timberland Cabinetry,,15,25,25,0,0,0,0,0,1,1,0,11,0000-00-00,Ginger Deluxe Door Sample / Shipping Included In Sample Door Price,Door Sample,85,0,assets/images/Door Colors/Ginger.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,1,0,0,0,2015-10-12,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
324,FVDS,French Vanilla Deluxe Door Sample,RTA Cabinet Door Samples,12,FVDS,,,15,25,25,0,0,0,0,0,1,1,0,11,0000-00-00,"French Vanilla Deluxe Door Sample / Shipping Included In Sample Door Price  French Vanilla Deluxe Door Sample Comes Standard Without Glaze  Glaze Options:   Charcoal, Chocolate, Harvest(Light Brown), Pewter",Door Sample,85,0,assets/images/jobpics/frenchvanilla.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,1,0,0,0,2014-02-10,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
345,WSPRK5,"5"" Wide Wall Pull Out Spice Rack For 9 Inch Wall Cabinet",Cabinet Accessories,10,WSPRK5,Timberland Cabinetry,,71.5,155,155,0,0,0,0,0,0,0,0,3,0000-00-00,"REVASHELF WALL CABINET SPICE PULLOUT. 5""W X 10-3/4""D X 26-1/4""H.   CABINET IS NOT INCLUDED  THIS ITEM CAN BE ADDED TO A W930, W936 and W942.",,0,0,assets/images/Wall Spice Rack Pull Out.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
347,PSTTRD3,Turned 3 Post ,"Posts, Corbels & Onlays",11,PSTTRD35,Timberland Cabinetry,,100.11,175,145,0,0,0,0,0,5,5,0,11,0000-00-00,"Turned Post 3"" x 3"" x 35-1/4""",Posts,0,0,assets/images/p1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
372,ACWBBC,Acanthus Wood Bar Bracket Corbel,"Posts, Corbels & Onlays",11,ACWBBC,Timberland Cabinetry,,115.82,175,175,0,0,0,0,0,5,5,0,11,0000-00-00,"Small Acanthus Wood Corbel. 3.5"" x 8"" x 13"" ",Corbels,0,0,assets/images/corb-1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
373,RPPST3,"Rope 3"" Post ","Posts, Corbels & Onlays",11,RPPST3,Timberland Cabinetry,,103,145,145,0,0,0,0,0,5,5,0,11,0000-00-00,"Wood Post with Rope Pattern 3"" x 3"" x 35-1/4"". ",Posts,0,0,assets/images/p3.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
374,PSTTRD3542,Turned 3.5-42 Post ,"Posts, Corbels & Onlays",11,PSTTRD3542,Timberland Cabinetry,,106.22,165,165,0,0,0,0,0,5,5,0,11,0000-00-00,"Turned Post 3-1/2"" x 3-1/2"" x 42""",Posts,0,0,assets/images/p1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
375,RDPST3542,Reeded 3.5-42 Post ,"Posts, Corbels & Onlays",11,RDPST3542,Timberland Cabinetry,,108.1,165,165,0,0,0,0,0,5,5,0,11,0000-00-00,"Reeded Post 3-1/2"" x 3-1/2"" x 42""",Posts,0,0,assets/images/p1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
376,RPPST3542,Rope 3.5-42 Post,"Posts, Corbels & Onlays",11,RPPST3542,Timberland Cabinetry,,109.51,165,165,0,0,0,0,0,5,5,0,11,0000-00-00,"Rope Post 3-1/2"" x 3-1/2"" x 42""",Posts,0,0,assets/images/p1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
377,RDPST3,"Reeded 3"" Post  ","Posts, Corbels & Onlays",11,RDPST3,Timberland Cabinetry,,101.52,145,145,0,0,0,0,0,5,5,0,11,0000-00-00,"Wood Post with Reeded Pattern 3"" x 3"" x 35-1/4"". ",Posts,0,0,assets/images/p2_thumbnail.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
389,BSSD,Brandywine Shaker Sample Door,RTA Cabinet Door Samples,12,BSSD,Timberland Cabinetry,,15,25,25,0,0,0,0,0,1,1,0,11,0000-00-00,Brandywine Shaker Door Sample / Shipping Included In Sample Door Price,Door Sample,85,0,assets/images/Door Colors/Brandywine Shaker.jpg,,,,,,,15,0,,,,,,,,0000-00-00,,0,,0,0,0,1,0,0,0,2015-10-12,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
392,RES,Add Residential Delivery To Shipping,Shipping Extras,13,RES,,,0,99,99,0,0,0,0,0,0,0,0,5,0000-00-00,Add Residential Delivery To Shipping,,0,0,,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-12-16,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
393,392-2,Add Liftgate Service To Shipping ,Shipping Extras,13,,,,0,99,99,0,0,0,0,0,0,0,0,5,0000-00-00,Add Liftgate Service To Shipping,,0,0,,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2011-01-11,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
423,TRSH18,Trash Can Pull Out For 18 Inch Cabinet,Cabinet Accessories,10,TRSH18,Timberland Cabinetry,,93,145,145,0,0,0,0,0,0,0,0,3,0000-00-00,"15"" Wide Trash Can Pull Out For 18"" Base Cabinet",Pull Out Trash Can,0,0,assets/images/TrashPullOut.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
424,TRSH21,Trash Can Pull Out For 21 Inch Cabinet,Cabinet Accessories,10,TRSH21,Timberland Cabinetry,,175,210,210,0,0,0,0,0,0,0,0,3,0000-00-00,"18"" Wide TRASH CAN 2 EACH W/FULL EX. SLIDES",Pull Out Trash Can,0,0,assets/images/TrashPullOut.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
496,RDPST375,Reeded 3.75 Post,"Posts, Corbels & Onlays",11,RDPST375,Timberland Cabinetry,,96.82,145,145,0,0,0,0,0,5,5,0,11,0000-00-00,"Reeded Post 3.75"" x 3.75"" x 35""",Posts,0,0,assets/images/p1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
527,1241-2,ABS54,Trim & Details/Valances & Base Skirts,22,,,,0,45,45,0,0,0,0,0,5,5,0,11,0000-00-00,"Arched Base Skirt 4.5"" x 54""",Arched Base Skirt,23,0,assets/images/ABSKT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,1,0,1,1,0,2014-01-30,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
528,1241-3,ABS60,Trim & Details/Valances & Base Skirts,22,,,,0,50,50,0,0,0,0,0,5,5,0,11,0000-00-00,"Arched Base Skirt 4.5"" x 60""",Arched Base Skirt,23,0,assets/images/ABSKT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,1,0,1,1,0,2014-01-30,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
529,1241-4,ABS66,Trim & Details/Valances & Base Skirts,22,,,,0,55,55,0,0,0,0,0,5,5,0,11,0000-00-00,"Arched Base Skirt 4.5"" x 66""",Arched Base Skirt,23,0,assets/images/ABSKT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,1,0,1,1,0,2014-01-30,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
530,1241-5,ABS72,Trim & Details/Valances & Base Skirts,22,,,,0,55,55,0,0,0,0,0,5,5,0,11,0000-00-00,"Arched Base Skirt 4.5"" x 72""",Arched Base Skirt,23,0,assets/images/ABSKT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,1,0,1,1,0,2014-01-30,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
534,FVVDDS,French Vanilla Vandyke Distressed Door Sample,RTA Cabinet Door Samples,12,FVVDDS,Timberland Cabinetry,,20,35,35,0,0,0,0,0,1,1,0,11,0000-00-00,Custom Color Door Samples / Shipping Included In Sample Door Price,Door Sample,85,0,assets/images/jobpics/pl-1286913660b_franklinfrenchvanilla_vandykedistressed1.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,1,0,0,0,2014-02-10,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
542,4WCT3,4WCT3 Cutlery Tray Insert 21 to 24 Inch,Cabinet Accessories,10,4WCT3,Timberland Cabinetry,,0,45,45,0,0,0,0,0,0,0,0,1,0000-00-00,,,0,0,assets/images/00879443.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
544,BFSPRK3,SPRK3 3 Inch Base Filler Pull Out Spice Rack,Cabinet Accessories,10,BFSPRK3,Timberland Cabinetry,,0,135,135,0,0,0,0,0,0,0,0,1,0000-00-00,"REV-A-SHELF 3"" BASE FILLER 3""W X 23""D X 30""H. ",,0,0,assets/images/01465697.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
