catalogid,id,name,categories,mfgid,manufacturer,distributor,cost,price,price2,price3,saleprice,onsale,stock,stock_alert,display_stock,weight,minimumorder,maximumorder,date_created,description,extended_description,keywords,sorting,thumbnail,image1,image2,image3,image4,realmedia,related,accessories,shipcost,imagecaption1,imagecaption2,imagecaption3,imagecaption4,title,metatags,displaytext,eproduct_password,eproduct_random,eproduct_expire,eproduct_path,eproduct_serial,eproduct_instructions,homespecial,categoryspecial,hide,free_shipping,nontax,notforsale,giftcertificate,userid,last_update,extra_field_1,extra_field_2,extra_field_3,extra_field_4,extra_field_5,extra_field_6,extra_field_7,extra_field_8,extra_field_9,extra_field_10,extra_field_11,extra_field_12,extra_field_13,usecatoptions,qtyoptions,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,hide_1,hide_2,hide_3,hide_4,hide_5,hide_6,hide_7,hide_8,hide_9,hide_10,minorderpkg,listing_displaytype,show_out_stock,pricing_groupopt,qtydiscount_opt,loginlevel,redirectto,accessgroup,self_ship,tax_code,eproduct_reuseserial,nonsearchable,instock_message,outofstock_message,backorder_message,height,width,depth,reward_points,reward_disable,reward_redeem,filename,fractional_qty,gtin
514,SCDH,Soft Closing Cabinet Door Mechanism ,Cabinet Accessories,SCDH,Timberland Cabinetry,,3.25,5.5,5.5,0,0,0,0,0,,1,1,0,11/15/2006,Soft Closing Cabinet Door Mechanism,"BLUMOTION FOR DOORS, ATTACHED TO ALL FULL OVERLAY HINGES-EXCEPT THICK DOOR, ONE PIECE WING-9.5/32, 0 HEIGHT, WOOD SCREW. ",Soft Closing Mechanism For Cabinet Doors,0,assets/images/015017081_thumbnail.jpg,assets/images/015017081.jpg,,,,,,,0,Soft Closing Cabinet Door Mechanism,,,,RTA Kichen Cabinets,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/26/2012 14:15,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,1,1,1,0,0,0,rta_kitchen_cabinet.html,,
601,SC15,"15"" Soft Close Drawer Slide For 18"" Deep Cabinets",Cabinet Accessories,SC15,Timberland Cabinetry,,0,35,35,0,0,0,0,0,,5,1,0,7/11/2011,"15"" Soft Close Drawer Slide For 18"" Deep Cabinet","1 Pair - 15"" Soft Close Drawer Slide For 18"" Deep Cabinets",,0,assets/images/01514805_thumbnail.jpg,assets/images/01514805.jpg,,,,,,,0,Soft Close Drawer Slide,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/27/2014 15:30,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,3,3,15,0,0,0,,,
602,SC12,"12"" Soft Close Drawer Slide For 15"" Deep Cabinets",Cabinet Accessories,SC12,Timberland Cabinetry,,0,22,22,0,0,0,0,0,,5,1,0,7/11/2011,"12"" Soft Close Drawer Slide For 15"" Deep Cabinets","1 Pair - 12"" Soft Close Drawer Slide For 15"" Deep Cabinets",,0,assets/images/01514805_thumbnail.jpg,assets/images/01514805.jpg,,,,,,,0,Soft Close Drawer Slide,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,11/6/2012 13:07,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,3,3,12,0,0,0,,,
628,SC18,18 Soft Close Drawer Slide ORDER ONLY FOR ADDITIONAL SLIDES,Cabinet Accessories,SC18,,,0,25,25,0,0,0,0,0,,5,1,0,7/11/2011,"18"" Soft Close Drawer Slide For 21"" Deep Cabinet","1 Pair - 18"" Soft Close Drawer Slide For 21"" Deep Cabinets",,0,assets/images/01514805_thumbnail.jpg,assets/images/01514805.jpg,,,,,,,0,Soft Close Drawer Slide,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,6/20/2012 12:17,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,3,3,15,0,0,0,,,
629,SC21,21 Soft Close Drawer Slide ORDER ONLY FOR ADDITIONAL SLIDES BASE CABINETS COME STANDARD WITH SOFT CLOSE DRAWER SLIDES,Cabinet Accessories,SC21,Timberland Cabinetry,,10.5,25,25,0,0,0,0,0,,5,1,0,7/11/2011,21 Soft Close Drawer Slide ORDER ONLY FOR ADDITIONAL SLIDES BASE CABINETS COME STANDARD WITH SOFT CLOSE DRAWER SLIDES,"1 Pair - 21"" Soft Close Drawer Slide For 24"" Deep Cabinets",,0,assets/images/01514805_thumbnail.jpg,assets/images/01514805.jpg,,,,,,,0,Soft Close Drawer Slide,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,6/20/2012 12:18,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,3,3,15,0,0,0,,,
546,TIPOT,11 INCH FALSE FRONT TIP OUT TRAY,Cabinet Accessories,TIPOT,Timberland Cabinetry,,0,25,25,0,0,0,0,0,,1,1,0,1/26/2011,"RREVASHELF 11"" ALMOND PLASTIC TIP-OUT FALSE FRONT TRAY, INCL: 2 TRAYS 2 PAIR OF HINGES","REVASHELF 11"" ALMOND PLASTIC TIP-OUT FALSE FRONT TRAY, INCL: 2 TRAYS 2 PAIR OF HINGES",,0,assets/images/01520322_thumbnail.jpg,assets/images/01520322.jpg,,,,,,,10,Sink Tip Out Tray,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/17/2013 14:31,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,11,2,1,0,0,0,,,
42,SS28,Super Susan Spinners For SCB33,Cabinet Accessories,SS28,,,0,145,145,0,0,0,0,0,,10,1,0,11/15/2006,"Double Spinners For 33"" Base Super Susan Cabinet",Double Spinners For SCB33 ,Square Corner Base Cabinet,36,assets/images/01566589_thumbnail.jpg,assets/images/01566589.jpg,,,,,,,0,"BSS33 Base Super Susan 28"" Double Spinners",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,1/30/2014 16:01,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
43,SS32,Super Susan Spinners For SCB36,Cabinet Accessories,SS32,,,0,145,145,0,0,0,0,0,,10,1,0,11/15/2006,"Double Spinners For 36"" Base Super Susan Cabinet",Double Spinners For SCB36,Square Corner Base Cabinet,37,assets/images/01566589_thumbnail.jpg,assets/images/01566589.jpg,,,,,,,0,"BSS36 Base Super Susan 32"" Double Spinners",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,6/14/2012 14:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
619,613-6,Vienna Cabinet Pull,Cabinet Accessories,,,,1.33,3.85,3.85,0,0,0,0,0,,0.5,1,0,12/7/2011,,"5-1/2"" Overall Length Zinc Die Cast Spiral Cabinet Pull. Holes are 3"" center-to-center. Packaged with two 8/32"" X 1"" screws. ",Cabinet Hardware,0,assets/images/110-3dbac_thumbnail.jpg,assets/images/110-3dbac.jpg,,,,,,,0,Vienna Cabinet Pull 2 Colors Available,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/7/2011 14:01,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
620,613-7,Vienna Cabinet Knob,Cabinet Accessories,,,,0.9,2.59,2.59,0,0,0,0,0,,0.5,1,0,12/7/2011,,"1-1/4"" Diameter Zinc Die Cast Spiral Cabinet Knob. Packaged with one 8/32"" X 1-1/8"" screw. ",Cabinet Hardware,0,assets/images/110sn_thumbnail.jpg,assets/images/110sn.jpg,,,,,,,0,Vienna Cabinet Knob 2 Colors Available,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,12/7/2011,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
654,12WTD,12 Inch Cookie Sheet Tray Divider For BFH12,Cabinet Accessories,12WTD,Timberland Cabinetry,,0,115,115,0,0,0,0,0,,10,1,0,6/14/2012,"12"" Tray Divider For BFH12 (Cabinet Not Included)","12"" Wood Tray Divider",,0,assets/images/12cstd_thumbnail.jpg,assets/images/12cstd.jpg,,,,,,,0,Cookie Sheet Divider,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,4/6/2015 11:45,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,,0,0,,,,0,0,0,0,0,0,,,
360,2DB18,2DB18,Base Cabinets/Drawer Base Cabinets,2DB18,Timberland Cabinetry,,244.72,379,379,0,0,0,0,0,,75,1,0,11/15/2006,"18"" Two Drawer Base Cabinet 24"" Deep","Two Drawer Base Cabinet 18"" Wide x 34.5"" Tall",Two Drawer Base Cabinet ,18,assets/images/2010cabinetimages/2db24_thumbnail.jpg,assets/images/2010cabinetimages/2db24.jpg,,,,,,,0,"18"" Wide Two Drawer Base Cabinet",,,,Kitchen Cabinet Base,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,18,4,0,0,0,,0,
361,2DB24,2DB24,Base Cabinets/Drawer Base Cabinets,2DB24,Timberland Cabinetry,,279.5,435,435,0,0,0,0,0,,75,1,0,11/15/2006,"24"" Two Drawer Base Cabinet 24"" Deep","Two Drawer Base Cabinet 24"" Wide x 34.5"" Tall",Two Drawer Base Cabinet ,18,assets/images/2010cabinetimages/2db24_thumbnail.jpg,assets/images/2010cabinetimages/2db24.jpg,,,,,,,0,"24"" Wide Two Drawer Base Cabinet",,,,Kitchen Cabinet Base,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,24,4,0,0,0,,0,
362,2DB30,2DB30,Base Cabinets/Drawer Base Cabinets,2DB30,Timberland Cabinetry,,307.7,475,475,0,0,0,0,0,,75,1,0,11/15/2006,"30"" Two Drawer Base Cabinet 24"" Deep","Two Drawer Base Cabinet 30"" Wide x 34.5"" Tall",Two Drawer Base Cabinet ,18,assets/images/2010cabinetimages/2db24_thumbnail.jpg,assets/images/2010cabinetimages/2db24.jpg,,,,,,,0,"30"" Wide Two Drawer Base Cabinet",,,,Kitchen Cabinet Base,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:08,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,30,4,0,0,0,,0,
363,2DB36,2DB36,Base Cabinets/Drawer Base Cabinets,2DB36,Timberland Cabinetry,,333.55,515,515,0,0,0,0,0,,75,1,0,11/15/2006,"36"" Two Drawer Base Cabinet 24"" Deep","Two Drawer Base Cabinet 36"" Wide x 34.5"" Tall",Two Drawer Base Cabinet ,18,assets/images/2010cabinetimages/2db24_thumbnail.jpg,assets/images/2010cabinetimages/2db24.jpg,,,,,,,0,"36"" Wide Two Drawer Base Cabinet",,,,Kitchen Cabinet Base,,,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:09,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,36,36,4,0,0,0,,0,
788,TCVS51,TCVS51,Vanity Cabinets,TCVS51,Timberland Cabinetry,,110,220,220,0,0,0,45,0,,150,1,0,11/15/2006,"Wide Tall Console Vanity Base Cabinet 21"" Deep","Wide Tall Console Vanity Base Cabinet 51"" Wide x 34.5"" Tall x 21"" Deep. Promotional Price Is For Full Extension Under Mount Epoxy Slides. Soft Close Slides Are Optional But Must Be Added On The Cabinet Accessories Page.  ",Large Console Tall Vanity Base Cabinet,24,assets/images/2010cabinetimages/2tcvs54_thumbnail.jpg,assets/images/2010cabinetimages/2tcvs54.jpg,,,,,,,0,"Wide Tall Console Vanity 21"" Deep",,,,,,,,0,0,,0,,0,0,1,0,0,1,0,Online Cabinets Admin,11/4/2015 12:35,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,34,51,21,0,0,0,,0,
56,2UC2490,2UC2490,Tall Cabinets,2UC2490,Timberland Cabinetry,,352.97,555,555,0,0,0,0,0,,100,1,0,11/15/2006,24w x 90h Double Door Utility Cabinets,"Double Door Utility Cabinet 24"" Wide x 90"" Tall x (24"" Depth Standard)  Reduce Depth Option Available During Cabinet Selection",Double Door Utility Cabinet,9,assets/images/2010cabinetimages/2uc2496_thumbnail.jpg,assets/images/2010cabinetimages/2uc2496.jpg,assets/images/2010CabinetImages/2UCDIM.jpg,,,,,,0,"24"" Wide Double Door Utility Cabinet 90"" Tall",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:10,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,90,24,24,0,0,0,,0,
57,2UC2496x24,2UC2496x24,Tall Cabinets,2UC2496x24,Timberland Cabinetry,,378.82,599,599,0,0,0,0,0,,100,1,0,11/15/2006,24w x 96h Double Door Utility Cabinets 24 Deep,"Double Door Utility Cabinet 24"" Wide x 96"" Tall x 24"" Deep",Double Door Utility Cabinet,10,assets/images/2010cabinetimages/2uc2496_thumbnail.jpg,assets/images/2010cabinetimages/2uc2496.jpg,assets/images/2010CabinetImages/2UCDIM.jpg,,,,,,0,"24"" Wide Double Door Utility Cabinet 96"" Tall",,,,,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0,0,,0,,0,0,0,0,0,0,0,Online Cabinets Admin,9/9/2015 16:10,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,,,0,1,0,0,,,,96,24,24,0,0,0,,0,
